DUP (802.67),62.32
Ind Lab (1171.00),90.92
SDLP (983.00),76.32
SNP (853.00),66.23
Con (508.58),39.49
Lab (341.32),26.50
Ind (987.00),76.63
LDem (426.00),33.07
PC (545.00),42.31
