DUP,272.6666666666667,802.6666666666666,212.66666666666666
Ind Lab,61.0,1171.0,56.0
SDLP,148.0,983.0,157.0
SNP,206.2,853.0,228.8
Con,439.7883211678832,508.57664233576645,339.6350364963504
Lab,417.9177489177489,341.32034632034635,528.7619047619048
Ind,165.33333333333334,987.0,135.66666666666666
UUP,NaN,NaN,NaN
LDem,480.10526315789474,426.0,381.89473684210526
UKIP,NaN,NaN,NaN
PC,384.0,545.0,359.0
